,title,date,article_id,url,main_topic,all_topics,authors,year
472,Improving Few-Shot Prompts with Relevant Static Analysis Products,2023-04-13 20:49:35+00:00,2304.06815v1,http://arxiv.org/abs/2304.06815v1,cs.SE,cs.SE;cs.LG,Toufique Ahmed;Kunal Suresh Pai;Premkumar Devanbu;Earl T. Barr,2023
473,Text to Multi-level MindMaps: A Novel Method for Hierarchical Visual Abstraction of Natural Language Text,2014-08-01 03:18:56+00:00,1408.1031v2,http://arxiv.org/abs/1408.1031v2,cs.CL,cs.CL;cs.HC,Mohamed Elhoseiny;Ahmed Elgammal,2014
474,SEAL: Segment-wise Extractive-Abstractive Long-form Text Summarization,2020-06-18 00:13:21+00:00,2006.10213v1,http://arxiv.org/abs/2006.10213v1,cs.CL,cs.CL;cs.IR;cs.LG,Yao Zhao;Mohammad Saleh;Peter J. Liu,2020
475,Enhanced Seq2Seq Autoencoder via Contrastive Learning for Abstractive Text Summarization,2021-08-26 18:45:13+00:00,2108.11992v1,http://arxiv.org/abs/2108.11992v1,cs.CL,cs.CL,Chujie Zheng;Kunpeng Zhang;Harry Jiannan Wang;Ling Fan;Zhe Wang,2021
476,Leveraging Locality in Abstractive Text Summarization,2022-05-25 03:59:24+00:00,2205.12476v2,http://arxiv.org/abs/2205.12476v2,cs.CL,cs.CL,Yixin Liu;Ansong Ni;Linyong Nan;Budhaditya Deb;Chenguang Zhu;Ahmed H. Awadallah;Dragomir Radev,2022
477,Enhance Long Text Understanding via Distilled Gist Detector from Abstractive Summarization,2021-10-10 09:21:24+00:00,2110.04741v1,http://arxiv.org/abs/2110.04741v1,cs.CL,cs.CL,Yan Liu;Yazheng Yang,2021
478,Sentence Compression in Spanish driven by Discourse Segmentation and Language Models,2012-12-14 14:51:22+00:00,1212.3493v2,http://arxiv.org/abs/1212.3493v2,cs.CL,cs.CL;cs.IR,Alejandro Molina;Juan-Manuel Torres-Moreno;Iria da Cunha;Eric SanJuan;Gerardo Sierra,2012
479,An Introductory Survey on Attention Mechanisms in NLP Problems,2018-11-12 16:19:22+00:00,1811.05544v1,http://arxiv.org/abs/1811.05544v1,cs.CL,cs.CL;cs.LG;stat.ML,Dichao Hu,2018
480,SumQE: a BERT-based Summary Quality Estimation Model,2019-09-02 07:30:53+00:00,1909.00578v1,http://arxiv.org/abs/1909.00578v1,cs.CL,cs.CL,Stratos Xenouleas;Prodromos Malakasiotis;Marianna Apidianaki;Ion Androutsopoulos,2019
481,Turn Segmentation into Utterances for Arabic Spontaneous Dialogues and Instance Messages,2015-05-12 16:33:03+00:00,1505.03081v1,http://arxiv.org/abs/1505.03081v1,cs.CL,cs.CL,AbdelRahim A. Elmadany;Sherif M. Abdou;Mervat Gheith,2015
482,Extending Text Informativeness Measures to Passage Interestingness Evaluation (Language Model vs. Word Embedding),2020-04-14 18:22:48+00:00,2004.06747v1,http://arxiv.org/abs/2004.06747v1,cs.IR,cs.IR;cs.CL,Carlos-Emiliano González-Gallardo;Eric SanJuan;Juan-Manuel Torres-Moreno,2020
483,Automatic Code Summarization: A Systematic Literature Review,2019-09-10 08:37:46+00:00,1909.04352v2,http://arxiv.org/abs/1909.04352v2,cs.SE,cs.SE,Yuxiang Zhu;Minxue Pan,2019
484,A Summarization System for Scientific Documents,2019-08-29 11:17:33+00:00,1908.11152v1,http://arxiv.org/abs/1908.11152v1,cs.CL,cs.CL,Shai Erera;Michal Shmueli-Scheuer;Guy Feigenblat;Ora Peled Nakash;Odellia Boni;Haggai Roitman;Doron Cohen;Bar Weiner;Yosi Mass;Or Rivlin;Guy Lev;Achiya Jerbi;Jonathan Herzig;Yufang Hou;Charles Jochim;Martin Gleize;Francesca Bonin;David Konopnicki,2019
485,Interpretable Multi-Headed Attention for Abstractive Summarization at Controllable Lengths,2020-02-18 19:40:20+00:00,2002.07845v2,http://arxiv.org/abs/2002.07845v2,cs.CL,cs.CL,Ritesh Sarkhel;Moniba Keymanesh;Arnab Nandi;Srinivasan Parthasarathy,2020
486,NetReAct: Interactive Learning for Network Summarization,2020-12-22 03:56:26+00:00,2012.11821v1,http://arxiv.org/abs/2012.11821v1,cs.LG,cs.LG;cs.AI,Sorour E. Amiri;Bijaya Adhikari;John Wenskovitch;Alexander Rodriguez;Michelle Dowling;Chris North;B. Aditya Prakash,2020
487,Faithful to the Document or to the World? Mitigating Hallucinations via Entity-linked Knowledge in Abstractive Summarization,2022-04-28 20:28:45+00:00,2204.13761v1,http://arxiv.org/abs/2204.13761v1,cs.CL,cs.CL,Yue Dong;John Wieting;Pat Verga,2022
488,Falsesum: Generating Document-level NLI Examples for Recognizing Factual Inconsistency in Summarization,2022-05-12 10:43:42+00:00,2205.06009v1,http://arxiv.org/abs/2205.06009v1,cs.CL,cs.CL,Prasetya Ajie Utama;Joshua Bambrick;Nafise Sadat Moosavi;Iryna Gurevych,2022
489,GRETEL: Graph Contrastive Topic Enhanced Language Model for Long Document Extractive Summarization,2022-08-21 23:09:29+00:00,2208.09982v1,http://arxiv.org/abs/2208.09982v1,cs.CL,cs.CL,Qianqian Xie;Jimin Huang;Tulika Saha;Sophia Ananiadou,2022
490,Unsupervised Extractive Summarization with Heterogeneous Graph Embeddings for Chinese Document,2022-11-09 06:07:31+00:00,2211.04698v1,http://arxiv.org/abs/2211.04698v1,cs.CL,cs.CL,Chen Lin;Ye Liu;Siyu An;Di Yin,2022
491,Improved Document Modelling with a Neural Discourse Parser,2019-11-16 00:07:09+00:00,1911.06919v1,http://arxiv.org/abs/1911.06919v1,cs.CL,cs.CL;cs.LG,Fajri Koto;Jey Han Lau;Timothy Baldwin,2019
492,Read Top News First: A Document Reordering Approach for Multi-Document News Summarization,2022-03-19 06:01:11+00:00,2203.10254v1,http://arxiv.org/abs/2203.10254v1,cs.CL,cs.CL,Chao Zhao;Tenghao Huang;Somnath Basu Roy Chowdhury;Muthu Kumar Chandrasekaran;Kathleen McKeown;Snigdha Chaturvedi,2022
493,"Compression, Transduction, and Creation: A Unified Framework for Evaluating Natural Language Generation",2021-09-14 01:00:42+00:00,2109.06379v2,http://arxiv.org/abs/2109.06379v2,cs.CL,cs.CL;cs.LG,Mingkai Deng;Bowen Tan;Zhengzhong Liu;Eric P. Xing;Zhiting Hu,2021
494,Findings of the The RuATD Shared Task 2022 on Artificial Text Detection in Russian,2022-06-03 14:12:33+00:00,2206.01583v1,http://arxiv.org/abs/2206.01583v1,cs.CL,cs.CL,Tatiana Shamardina;Vladislav Mikhailov;Daniil Chernianskii;Alena Fenogenova;Marat Saidov;Anastasiya Valeeva;Tatiana Shavrina;Ivan Smurov;Elena Tutubalina;Ekaterina Artemova,2022
495,Earlier Isn't Always Better: Sub-aspect Analysis on Corpus and System Biases in Summarization,2019-08-30 13:16:18+00:00,1908.11723v1,http://arxiv.org/abs/1908.11723v1,cs.CL,cs.CL,Taehee Jung;Dongyeop Kang;Lucas Mentch;Eduard Hovy,2019
496,Align and Attend: Multimodal Summarization with Dual Contrastive Losses,2023-03-13 17:01:42+00:00,2303.07284v2,http://arxiv.org/abs/2303.07284v2,cs.CV,cs.CV,Bo He;Jun Wang;Jielin Qiu;Trung Bui;Abhinav Shrivastava;Zhaowen Wang,2023
497,FrameRank: A Text Processing Approach to Video Summarization,2019-04-11 06:16:17+00:00,1904.05544v2,http://arxiv.org/abs/1904.05544v2,cs.CL,cs.CL;cs.CV;cs.IR,Zhuo Lei;Chao Zhang;Qian Zhang;Guoping Qiu,2019
498,CDEvalSumm: An Empirical Study of Cross-Dataset Evaluation for Neural Summarization Systems,2020-10-11 02:19:15+00:00,2010.05139v2,http://arxiv.org/abs/2010.05139v2,cs.CL,cs.CL,Yiran Chen;Pengfei Liu;Ming Zhong;Zi-Yi Dou;Danqing Wang;Xipeng Qiu;Xuanjing Huang,2020
499,Zero-Shot Opinion Summarization with GPT-3,2022-11-29 04:06:21+00:00,2211.15914v1,http://arxiv.org/abs/2211.15914v1,cs.CL,cs.CL,Adithya Bhaskar;Alexander R. Fabbri;Greg Durrett,2022
500,"Pilot study for the COST Action ""Reassembling the Republic of Letters"": language-driven network analysis of letters from the Hartlib's Papers",2018-01-30 08:50:26+00:00,1801.09896v1,http://arxiv.org/abs/1801.09896v1,cs.CL,cs.CL,Barbara McGillivray;Federico Sangati,2018
501,PodSumm -- Podcast Audio Summarization,2020-09-22 04:49:33+00:00,2009.10315v1,http://arxiv.org/abs/2009.10315v1,cs.CL,cs.CL;cs.LG;cs.MM,Aneesh Vartakavi;Amanmeet Garg,2020
502,Automatic Construction of Evaluation Suites for Natural Language Generation Datasets,2021-06-16 18:20:58+00:00,2106.09069v1,http://arxiv.org/abs/2106.09069v1,cs.CL,cs.CL;cs.LG,Simon Mille;Kaustubh D. Dhole;Saad Mahamood;Laura Perez-Beltrachini;Varun Gangal;Mihir Kale;Emiel van Miltenburg;Sebastian Gehrmann,2021
503,Know What I don't Know: Handling Ambiguous and Unanswerable Questions for Text-to-SQL,2022-12-17 15:32:00+00:00,2212.08902v1,http://arxiv.org/abs/2212.08902v1,cs.CL,cs.CL,Bing Wang;Yan Gao;Zhoujun Li;Jian-Guang Lou,2022
504,VizSeq: A Visual Analysis Toolkit for Text Generation Tasks,2019-09-12 01:16:27+00:00,1909.05424v1,http://arxiv.org/abs/1909.05424v1,cs.CL,cs.CL,Changhan Wang;Anirudh Jain;Danlu Chen;Jiatao Gu,2019
505,QURIOUS: Question Generation Pretraining for Text Generation,2020-04-23 08:41:52+00:00,2004.11026v1,http://arxiv.org/abs/2004.11026v1,cs.CL,cs.CL,Shashi Narayan;Gonçalo Simoes;Ji Ma;Hannah Craighead;Ryan Mcdonald,2020
506,Automatic Summarization of Russian Texts: Comparison of Extractive and Abstractive Methods,2022-06-18 17:28:04+00:00,2206.09253v1,http://arxiv.org/abs/2206.09253v1,cs.CL,cs.CL,Valeriya Goloviznina;Evgeny Kotelnikov,2022
507,Real-Time Web Scale Event Summarization Using Sequential Decision Making,2016-05-12 03:18:12+00:00,1605.03664v1,http://arxiv.org/abs/1605.03664v1,cs.CL,cs.CL,Chris Kedzie;Fernando Diaz;Kathleen McKeown,2016
508,Combination of abstractive and extractive approaches for summarization of long scientific texts,2020-06-09 15:38:21+00:00,2006.05354v2,http://arxiv.org/abs/2006.05354v2,cs.CL,cs.CL,Vladislav Tretyak;Denis Stepanov,2020
509,Faithful to the Original: Fact Aware Neural Abstractive Summarization,2017-11-13 06:34:29+00:00,1711.04434v1,http://arxiv.org/abs/1711.04434v1,cs.IR,cs.IR;cs.CL,Ziqiang Cao;Furu Wei;Wenjie Li;Sujian Li,2017
510,A Cascade Approach to Neural Abstractive Summarization with Content Selection and Fusion,2020-10-08 01:49:16+00:00,2010.03722v1,http://arxiv.org/abs/2010.03722v1,cs.CL,cs.CL,Logan Lebanoff;Franck Dernoncourt;Doo Soon Kim;Walter Chang;Fei Liu,2020
511,Decision-Focused Summarization,2021-09-14 18:00:14+00:00,2109.06896v1,http://arxiv.org/abs/2109.06896v1,cs.CL,cs.CL;cs.AI,Chao-Chun Hsu;Chenhao Tan,2021
512,Goal-Driven Sequential Data Abstraction,2019-07-29 11:24:51+00:00,1907.12336v2,http://arxiv.org/abs/1907.12336v2,cs.CV,cs.CV,Umar Riaz Muhammad;Yongxin Yang;Timothy M. Hospedales;Tao Xiang;Yi-Zhe Song,2019
513,E-commerce Query-based Generation based on User Review,2020-11-11 04:58:31+00:00,2011.05546v1,http://arxiv.org/abs/2011.05546v1,cs.CL,cs.CL;cs.IR;cs.LG,Yiren Liu;Kuan-Ying Lee,2020
514,Summarizing a virtual robot's past actions in natural language,2022-03-13 15:00:46+00:00,2203.06671v1,http://arxiv.org/abs/2203.06671v1,cs.CL,cs.CL;cs.RO,Chad DeChant;Daniel Bauer,2022
515,A Feasibility Study of Answer-Agnostic Question Generation for Education,2022-03-16 15:16:18+00:00,2203.08685v2,http://arxiv.org/abs/2203.08685v2,cs.CL,cs.CL;cs.AI;cs.HC;I.2.7,Liam Dugan;Eleni Miltsakaki;Shriyash Upadhyay;Etan Ginsberg;Hannah Gonzalez;Dayheon Choi;Chuning Yuan;Chris Callison-Burch,2022
516,Benchmarking Answer Verification Methods for Question Answering-Based Summarization Evaluation Metrics,2022-04-21 15:43:45+00:00,2204.10206v1,http://arxiv.org/abs/2204.10206v1,cs.CL,cs.CL,Daniel Deutsch;Dan Roth,2022
517,Learning to Revise References for Faithful Summarization,2022-04-13 18:54:19+00:00,2204.10290v2,http://arxiv.org/abs/2204.10290v2,cs.CL,cs.CL,Griffin Adams;Han-Chin Shing;Qing Sun;Christopher Winestock;Kathleen McKeown;Noémie Elhadad,2022
518,FRSUM: Towards Faithful Abstractive Summarization via Enhancing Factual Robustness,2022-11-01 06:09:00+00:00,2211.00294v1,http://arxiv.org/abs/2211.00294v1,cs.CL,cs.CL,Wenhao Wu;Wei Li;Jiachen Liu;Xinyan Xiao;Ziqiang Cao;Sujian Li;Hua Wu,2022
519,FactReranker: Fact-guided Reranker for Faithful Radiology Report Summarization,2023-03-15 02:51:57+00:00,2303.08335v2,http://arxiv.org/abs/2303.08335v2,cs.CL,cs.CL;cs.AI,Qianqian Xie;Jiayu Zhou;Yifan Peng;Fei Wang,2023
520,Graph Enhanced Contrastive Learning for Radiology Findings Summarization,2022-04-01 04:39:44+00:00,2204.00203v2,http://arxiv.org/abs/2204.00203v2,cs.CL,cs.CL;cs.AI,Jinpeng Hu;Zhuo Li;Zhihong Chen;Zhen Li;Xiang Wan;Tsung-Hui Chang,2022
521,Efficient Few-Shot Fine-Tuning for Opinion Summarization,2022-05-04 16:38:37+00:00,2205.02170v2,http://arxiv.org/abs/2205.02170v2,cs.CL,cs.CL;cs.AI;cs.LG,Arthur Bražinskas;Ramesh Nallapati;Mohit Bansal;Markus Dreyer,2022
522,VT-SSum: A Benchmark Dataset for Video Transcript Segmentation and Summarization,2021-06-10 09:19:58+00:00,2106.05606v2,http://arxiv.org/abs/2106.05606v2,cs.CL,cs.CL,Tengchao Lv;Lei Cui;Momcilo Vasilijevic;Furu Wei,2021
523,Automatic Summarization of Natural Language,2018-12-18 14:17:56+00:00,1812.10549v1,http://arxiv.org/abs/1812.10549v1,cs.CL,cs.CL;cs.LG;cs.NE;stat.ML,Marc Everett Johnson,2018
524,Summarizing Decisions in Spoken Meetings,2016-06-25 20:45:14+00:00,1606.07965v1,http://arxiv.org/abs/1606.07965v1,cs.CL,cs.CL,Lu Wang;Claire Cardie,2016
525,Using Local Knowledge Graph Construction to Scale Seq2Seq Models to Multi-Document Inputs,2019-10-18 14:23:03+00:00,1910.08435v1,http://arxiv.org/abs/1910.08435v1,cs.CL,cs.CL,Angela Fan;Claire Gardent;Chloe Braud;Antoine Bordes,2019
526,Computer-Assisted Text Analysis for Social Science: Topic Models and Beyond,2018-03-29 13:11:32+00:00,1803.11045v2,http://arxiv.org/abs/1803.11045v2,cs.CL,cs.CL,Ryan Wesslen,2018
527,FactGraph: Evaluating Factuality in Summarization with Semantic Graph Representations,2022-04-13 16:45:33+00:00,2204.06508v2,http://arxiv.org/abs/2204.06508v2,cs.CL,cs.CL;cs.AI;cs.LG,Leonardo F. R. Ribeiro;Mengwen Liu;Iryna Gurevych;Markus Dreyer;Mohit Bansal,2022
528,Global Voices: Crossing Borders in Automatic News Summarization,2019-10-01 14:19:40+00:00,1910.00421v4,http://arxiv.org/abs/1910.00421v4,cs.CL,cs.CL;cs.IR;cs.LG,Khanh Nguyen;Hal Daumé III,2019
529,Efficient Adaptation of Pretrained Transformers for Abstractive Summarization,2019-06-01 03:05:31+00:00,1906.00138v1,http://arxiv.org/abs/1906.00138v1,cs.CL,cs.CL,Andrew Hoang;Antoine Bosselut;Asli Celikyilmaz;Yejin Choi,2019
530,Noisy Self-Knowledge Distillation for Text Summarization,2020-09-15 12:53:09+00:00,2009.07032v2,http://arxiv.org/abs/2009.07032v2,cs.CL,cs.CL,Yang Liu;Sheng Shen;Mirella Lapata,2020
531,Detecting and Extracting Events from Text Documents,2016-01-15 17:33:39+00:00,1601.04012v1,http://arxiv.org/abs/1601.04012v1,cs.CL,cs.CL,Jugal Kalita,2016
532,Balancing Novelty and Salience: Adaptive Learning to Rank Entities for Timeline Summarization of High-impact Events,2017-01-14 16:47:51+00:00,1701.03947v1,http://arxiv.org/abs/1701.03947v1,cs.IR,cs.IR;cs.CL;H.3.3,Tuan Tran;Claudia Niederée;Nattiya Kanhabua;Ujwal Gadiraju;Avishek Anand,2017
533,Semantic Similarity Metrics for Evaluating Source Code Summarization,2022-04-04 16:25:01+00:00,2204.01632v1,http://arxiv.org/abs/2204.01632v1,cs.SE,cs.SE,Sakib Haque;Zachary Eberhart;Aakash Bansal;Collin McMillan,2022
534,Evaluating the Efficacy of Summarization Evaluation across Languages,2021-06-02 21:28:01+00:00,2106.01478v1,http://arxiv.org/abs/2106.01478v1,cs.CL,cs.CL,Fajri Koto;Jey Han Lau;Timothy Baldwin,2021
535,Generating Multiple-Length Summaries via Reinforcement Learning for Unsupervised Sentence Summarization,2022-12-21 08:34:28+00:00,2212.10843v1,http://arxiv.org/abs/2212.10843v1,cs.CL,cs.CL;cs.AI,Dongmin Hyun;Xiting Wang;Chanyoung Park;Xing Xie;Hwanjo Yu,2022
536,Augmented Abstractive Summarization With Document-LevelSemantic Graph,2021-09-13 15:12:34+00:00,2109.06046v1,http://arxiv.org/abs/2109.06046v1,cs.CL,cs.CL,Qiwei Bi;Haoyuan Li;Kun Lu;Hanfang Yang,2021
537,Sequence Model with Self-Adaptive Sliding Window for Efficient Spoken Document Segmentation,2021-07-20 06:44:13+00:00,2107.09278v2,http://arxiv.org/abs/2107.09278v2,cs.CL,cs.CL,Qinglin Zhang;Qian Chen;Yali Li;Jiaqing Liu;Wen Wang,2021
538,"Read, Highlight and Summarize: A Hierarchical Neural Semantic Encoder-based Approach",2019-10-08 02:36:02+00:00,1910.03177v2,http://arxiv.org/abs/1910.03177v2,cs.LG,cs.LG;cs.CL;stat.ML,Rajeev Bhatt Ambati;Saptarashmi Bandyopadhyay;Prasenjit Mitra,2019
539,A Large-Scale Multi-Document Summarization Dataset from the Wikipedia Current Events Portal,2020-05-20 14:33:33+00:00,2005.10070v1,http://arxiv.org/abs/2005.10070v1,cs.CL,cs.CL,Demian Gholipour Ghalandari;Chris Hokamp;Nghia The Pham;John Glover;Georgiana Ifrim,2020
540,An analysis of document graph construction methods for AMR summarization,2021-11-27 22:12:50+00:00,2111.13993v1,http://arxiv.org/abs/2111.13993v1,cs.CL,cs.CL,Fei-Tzin Lee;Chris Kedzie;Nakul Verma;Kathleen McKeown,2021
541,PSP: Pre-trained Soft Prompts for Few-Shot Abstractive Summarization,2022-04-09 07:40:52+00:00,2204.04413v2,http://arxiv.org/abs/2204.04413v2,cs.CL,cs.CL;cs.AI,Xiaochen Liu;Yang Gao;Yu Bai;Jiawei Li;Yinan Hu;Heyan Huang;Boxing Chen,2022
542,Using Statistical and Semantic Models for Multi-Document Summarization,2018-05-11 20:15:52+00:00,1805.04579v2,http://arxiv.org/abs/1805.04579v2,cs.CL,cs.CL,Divyanshu Daiya;Anukarsh Singh;Mukesh Jadon,2018
543,Summarizing Event Sequences with Serial Episodes: A Statistical Model and an Application,2019-04-01 00:29:15+00:00,1904.00516v1,http://arxiv.org/abs/1904.00516v1,cs.LG,cs.LG;stat.ML,Soumyajit Mitra;P S Sastry,2019
544,On the impressive performance of randomly weighted encoders in summarization tasks,2020-02-21 01:47:09+00:00,2002.09084v1,http://arxiv.org/abs/2002.09084v1,cs.CL,cs.CL,Jonathan Pilault;Jaehong Park;Christopher Pal,2020
545,Reader-Aware Multi-Document Summarization via Sparse Coding,2015-04-28 01:34:33+00:00,1504.07324v1,http://arxiv.org/abs/1504.07324v1,cs.CL,cs.CL;cs.AI,Piji Li;Lidong Bing;Wai Lam;Hang Li;Yi Liao,2015
546,Plain English Summarization of Contracts,2019-06-02 15:27:51+00:00,1906.00424v1,http://arxiv.org/abs/1906.00424v1,cs.CL,cs.CL,Laura Manor;Junyi Jessy Li,2019
547,Neural Extractive Text Summarization with Syntactic Compression,2019-02-03 08:19:42+00:00,1902.00863v2,http://arxiv.org/abs/1902.00863v2,cs.CL,cs.CL,Jiacheng Xu;Greg Durrett,2019
548,STRASS: A Light and Effective Method for Extractive Summarization Based on Sentence Embeddings,2019-07-16 16:14:09+00:00,1907.07323v1,http://arxiv.org/abs/1907.07323v1,cs.CL,cs.CL;cs.IR;cs.LG,Léo Bouscarrat;Antoine Bonnefoy;Thomas Peel;Cécile Pereira,2019
549,Towards Human-Free Automatic Quality Evaluation of German Summarization,2021-05-13 01:29:33+00:00,2105.06027v1,http://arxiv.org/abs/2105.06027v1,cs.CL,cs.CL,Neslihan Iskender;Oleg Vasilyev;Tim Polzehl;John Bohannon;Sebastian Möller,2021
550,Using Transfer Learning for Code-Related Tasks,2022-06-17 06:11:29+00:00,2206.08574v1,http://arxiv.org/abs/2206.08574v1,cs.SE,cs.SE,Antonio Mastropaolo;Nathan Cooper;David Nader Palacio;Simone Scalabrino;Denys Poshyvanyk;Rocco Oliveto;Gabriele Bavota,2022
551,Who speaks like a style of Vitamin: Towards Syntax-Aware DialogueSummarization using Multi-task Learning,2021-09-29 05:30:39+00:00,2109.14199v2,http://arxiv.org/abs/2109.14199v2,cs.CL,cs.CL,Seolhwa Lee;Kisu Yang;Chanjun Park;João Sedoc;Heuiseok Lim,2021
552,Towards Neural Numeric-To-Text Generation From Temporal Personal Health Data,2022-07-11 21:16:48+00:00,2207.05194v1,http://arxiv.org/abs/2207.05194v1,cs.CL,cs.CL,Jonathan Harris;Mohammed J. Zaki,2022
553,Prototypical Verbalizer for Prompt-based Few-shot Tuning,2022-03-18 07:07:56+00:00,2203.09770v1,http://arxiv.org/abs/2203.09770v1,cs.CL,cs.CL;cs.LG,Ganqu Cui;Shengding Hu;Ning Ding;Longtao Huang;Zhiyuan Liu,2022
554,"Replication of the Keyword Extraction part of the paper ""'Without the Clutter of Unimportant Words': Descriptive Keyphrases for Text Visualization""",2019-08-15 04:09:12+00:00,1908.07818v1,http://arxiv.org/abs/1908.07818v1,cs.CL,cs.CL;cs.DL;cs.IR,Shibamouli Lahiri,2019
555,Comparing Abstractive Summaries Generated by ChatGPT to Real Summaries Through Blinded Reviewers and Text Classification Algorithms,2023-03-30 18:28:33+00:00,2303.17650v1,http://arxiv.org/abs/2303.17650v1,cs.CL,cs.CL,Mayank Soni;Vincent Wade,2023
556,Effective extractive summarization using frequency-filtered entity relationship graphs,2018-10-24 14:30:39+00:00,1810.10419v1,http://arxiv.org/abs/1810.10419v1,cs.CL,cs.CL;cs.AI;cs.IR,Archit Sakhadeo;Nisheeth Srivastava,2018
557,Abstractive Document Summarization without Parallel Data,2019-07-30 14:00:03+00:00,1907.12951v2,http://arxiv.org/abs/1907.12951v2,cs.CL,cs.CL,Nikola I. Nikolov;Richard H. R. Hahnloser,2019
558,Measuring the Effect of Discourse Relations on Blog Summarization,2017-08-19 04:01:43+00:00,1708.05803v1,http://arxiv.org/abs/1708.05803v1,cs.CL,cs.CL,Shamima Mithun;Leila Kosseim,2017
559,Exploring Domain Shift in Extractive Text Summarization,2019-08-30 11:40:14+00:00,1908.11664v1,http://arxiv.org/abs/1908.11664v1,cs.CL,cs.CL,Danqing Wang;Pengfei Liu;Ming Zhong;Jie Fu;Xipeng Qiu;Xuanjing Huang,2019
560,Data-driven Summarization of Scientific Articles,2018-04-24 07:40:31+00:00,1804.08875v1,http://arxiv.org/abs/1804.08875v1,cs.CL,cs.CL,Nikola I. Nikolov;Michael Pfeiffer;Richard H. R. Hahnloser,2018
561,Massive Multi-Document Summarization of Product Reviews with Weak Supervision,2020-07-22 11:22:57+00:00,2007.11348v1,http://arxiv.org/abs/2007.11348v1,cs.CL,cs.CL,Ori Shapira;Ran Levy,2020
562,Legal Case Document Summarization: Extractive and Abstractive Methods and their Evaluation,2022-10-14 05:43:08+00:00,2210.07544v1,http://arxiv.org/abs/2210.07544v1,cs.CL,cs.CL;cs.IR,Abhay Shukla;Paheli Bhattacharya;Soham Poddar;Rajdeep Mukherjee;Kripabandhu Ghosh;Pawan Goyal;Saptarshi Ghosh,2022
563,Translation Quality Assessment: A Brief Survey on Manual and Automatic Methods,2021-05-05 18:28:10+00:00,2105.03311v1,http://arxiv.org/abs/2105.03311v1,cs.CL,cs.CL,Lifeng Han;Gareth J. F. Jones;Alan F. Smeaton,2021
564,Toward Human-Like Evaluation for Natural Language Generation with Error Analysis,2022-12-20 11:36:22+00:00,2212.10179v1,http://arxiv.org/abs/2212.10179v1,cs.CL,cs.CL,Qingyu Lu;Liang Ding;Liping Xie;Kanjian Zhang;Derek F. Wong;Dacheng Tao,2022
565,A Unified Multi-Faceted Video Summarization System,2017-04-04 07:29:34+00:00,1704.01466v1,http://arxiv.org/abs/1704.01466v1,cs.CV,cs.CV;cs.DM,Anurag Sahoo;Vishal Kaushal;Khoshrav Doctor;Suyash Shetty;Rishabh Iyer;Ganesh Ramakrishnan,2017
566,TODSum: Task-Oriented Dialogue Summarization with State Tracking,2021-10-25 06:53:11+00:00,2110.12680v1,http://arxiv.org/abs/2110.12680v1,cs.CL,cs.CL;cs.AI,Lulu Zhao;Fujia Zheng;Keqing He;Weihao Zeng;Yuejie Lei;Huixing Jiang;Wei Wu;Weiran Xu;Jun Guo;Fanyu Meng,2021
567,Graph Convolution for Multimodal Information Extraction from Visually Rich Documents,2019-03-27 07:47:12+00:00,1903.11279v1,http://arxiv.org/abs/1903.11279v1,cs.IR,cs.IR;cs.CV;cs.LG,Xiaojing Liu;Feiyu Gao;Qiong Zhang;Huasha Zhao,2019
568,Review Mining for Feature Based Opinion Summarization and Visualization,2015-04-13 05:53:59+00:00,1504.03068v2,http://arxiv.org/abs/1504.03068v2,cs.IR,cs.IR;cs.CL,Ahmad Kamal,2015
569,HTLM: Hyper-Text Pre-Training and Prompting of Language Models,2021-07-14 19:39:31+00:00,2107.06955v1,http://arxiv.org/abs/2107.06955v1,cs.CL,cs.CL;cs.LG,Armen Aghajanyan;Dmytro Okhonko;Mike Lewis;Mandar Joshi;Hu Xu;Gargi Ghosh;Luke Zettlemoyer,2021
570,Multi-Document Summarization via Discriminative Summary Reranking,2015-07-08 08:26:23+00:00,1507.02062v1,http://arxiv.org/abs/1507.02062v1,cs.CL,cs.CL,Xiaojun Wan;Ziqiang Cao;Furu Wei;Sujian Li;Ming Zhou,2015
571,Clinical Text Summarization with Syntax-Based Negation and Semantic Concept Identification,2020-02-29 22:15:15+00:00,2003.00353v1,http://arxiv.org/abs/2003.00353v1,cs.CL,cs.CL,Wei-Hung Weng;Yu-An Chung;Schrasing Tong,2020
572,Personalized Federated Learning via Gradient Modulation for Heterogeneous Text Summarization,2023-04-23 03:18:46+00:00,2304.11524v1,http://arxiv.org/abs/2304.11524v1,cs.AI,cs.AI,Rongfeng Pan;Jianzong Wang;Lingwei Kong;Zhangcheng Huang;Jing Xiao,2023
573,ReadOnce Transformers: Reusable Representations of Text for Transformers,2020-10-24 09:53:16+00:00,2010.12854v2,http://arxiv.org/abs/2010.12854v2,cs.CL,cs.CL;cs.AI,Shih-Ting Lin;Ashish Sabharwal;Tushar Khot,2020
574,Summarizing text to embed qualitative data into visualizations,2022-09-29 18:25:42+00:00,2209.15041v1,http://arxiv.org/abs/2209.15041v1,cs.HC,cs.HC,Richard Brath,2022
575,Dialect Diversity in Text Summarization on Twitter,2020-07-15 17:24:41+00:00,2007.07860v2,http://arxiv.org/abs/2007.07860v2,cs.CY,cs.CY;cs.CL,Vijay Keswani;L. Elisa Celis,2020
